"","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Furnish","HDB.Town"
"1428","Woodlands Drive 16","HDB 5 Rooms","$395,000","$334 psf (Built-up)","2000","Improved",NA,"576 Woodlands Drive 16 (730576)",NA,"3",NA,NA,"110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Water Heater | Cooker Hob/hood","Aaron Yong",NA,"Woodlands"
"1429","Marina One Residences","Apartment","$3,558,180","$2,312 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","23 Marina Way (018979)","D1 - Boat Quay / Raffles Place / Marina","3","3","LOW","1,539 sqft (Built-up)","LEASEHOLD/99 years","1042","Air Conditioning | City View | Intercom | Air Conditioning | Water Heater | Cooker Hob/hood | Bathtub | Private Lift | Balcony","Nancy Wong","Partially Furnished",NA
"1430","Artra","Apartment","$1,778,200","$1,703 psf (Built-up)",NA,"Apartment",NA,"10 Alexandra View (158745)","D3 - Alexandra / Commonwealth","3","2",NA,"1,044 sqft (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | City View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Nancy Wong",NA,NA
"1431","Queens Peak","Condominium","$1,713,600","$1,624 psf (Built-up)",NA,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3",NA,NA,"1,055 sqft (Built-up)","LEASEHOLD/99 years","736","Park/greenery View | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Maidsroom","Nancy Wong",NA,NA
"1432","Savannah Condopark","Condominium","$1,750,000","$763 psf (Built-up)","2005","Condominium","City Developments Limited","55 Simei Rise (528791)","D18 - Pasir Ris / Tampines","4","4","PENTHOUSE","2,295 sqft (Built-up)","LEASEHOLD/99 years","648","Tennis Court | Fitness Area | Wadpool | Jacuzzi | Barbecue Area | Club House | Swimming Pool | Landscaped Garden | Play Ground | Securities | Gymnasium | Car Park | Swimming Pool View | Renovated | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Air-conditioning | Wardrobe | Flooring For Living/dining | Flooring For Bedroom | Kitchen | Bombshelter | Walk-in-wardrobe | Roof Terrace","Tracci Cheo","Partially Furnished",NA
"1433","Pending Road","HDB Executive","$599,990","$387 psf (Built-up)","1987","Apartment",NA,"129 Pending Road (670129)",NA,"4","2",NA,"144 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Corner Unit | Cooker Hob/hood | Air Conditioning | Water Heater","Looi Yew Kean","Partially Furnished","Bukit Panjang"
"1434","Phoenix Road","Terrace","$2,770,000","$822 psf (Land) /$822 psf (Built-up)",NA,"Inter Terrace",NA,"Phoenix Road","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","4","5",NA,"3,369 sqft (Land) / 3,369 sqft (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Park/greenery View | City View | Swimming Pool View | Air Conditioning | Jacuzzi | Water Heater | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Garage | Roof Terrace | Outdoor Patio | Maidsroom | Terrace | Private Garden","Worthy Tan","Partially Furnished",NA
"1435","Opera Estate","Terrace","$3,400,000","$1,356 psf (Land) /$1,417 psf (Built-up)",NA,"Corner Terrace",NA,"Jalan Terang Bulan","D15 - East Coast / Marine Parade","4",NA,NA,"2,507 sqft (Land) / 2,400 sqft (Built-up)","FREEHOLD","182","Corner Unit | Air Conditioning | Bathtub | Maidsroom","Felicia Ong",NA,NA
"1436","D'Leedon","Condominium","$1,895,000","$1,558 psf (Built-up)","2014","Condominium","Morganite Pte Ltd","9 Leedon Heights (267954)","D10 - Tanglin / Holland / Bukit Timah","3","2","MID","1,216 sqft (Built-up)","LEASEHOLD/99 years","1715","Clubhouses | Tennis Courts | Play Areas | Basketball Court | Lap Pool / Gym Pool | Fitness Areas | Mini Race Track | Spa Pavilions | Multi-purpose Court | Event Courts | Gymnasium | Jacuzzis | Restaurant/retail Space | Bbq | Theme Gardens | Jogging Tracks | Park/greenery View | Air Conditioning | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Peter Pang","Partially Furnished",NA
"1437","Caribbean At Keppel Bay","Condominium","$2,800,000","$1,084 psf (Built-up)","2004","Penthouse","Keppel Bay Pte Ltd","16 Keppel Bay Drive (098643)","D4 - Sentosa / Harbourfront","4+1","3","PENTHOUSE","2,583 sqft (Built-up)","LEASEHOLD/99 years","969","Tennis Court | Car Park | Securities | Fitness Area | Swimming Pool | Wadpool | Club House | Gymnasium | Play Ground | Barbecue Area | Corner Unit | Park/greenery View | Sea View | Swimming Pool View | City View | Renovated | Air Conditioning | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Hairdryer | Private Lift | Flooring For Living/dining | Kitchen | Wardrobe | Air-conditioning | Flooring For Bedroom | Terrace | Balcony | Maidsroom | Roof Terrace | Private Garden","Irene Quek","Partially Furnished",NA
"1438","1919","Apartment","$1,380,000","$2,212 psf (Built-up)",NA,"Apartment","Aurum Land Pte Ltd","110 Sophia Road (228175)","D9 - Orchard / River Valley","1+1","1",NA,"624 sqft (Built-up)","FREEHOLD","75","Courtyard | Lap Pool | Outdoor Dining Pavilion | Gym | Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Tricia Lim","Partially Furnished",NA
"1439","Hougang Avenue 4","HDB 4 Rooms","$380,000","$353 psf (Built-up)","1997","Model A",NA,"576 Hougang Avenue 4 (530576)",NA,"3",NA,NA,"100 sqm (Built-up)","LEASEHOLD/99 years",NA,"Original Condition | Air Conditioning | Cooker Hob/hood","Bess Ting",NA,"Hougang"
"1440","The Centris","Apartment","$1,880,000","$1,304 psf (Built-up)",NA,"Apartment","Prime Point Realty Development Pte Ltd","83 Jurong West Central 3 (648341)","D22 - Boon Lay / Jurong / Tuas","4+1","4","HIGH","1,442 sqft (Built-up)","LEASEHOLD/99 years","610","Swimming Pool | Club House | Jacuzzi | Fitness Area | Barbecue Area | Car Park | Tennis Court | Wadpool | Gymnasium | Corner Unit | Swimming Pool View | Renovated | Park/greenery View | Air Conditioning | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Maidsroom | Walk-in-wardrobe","Alvin Lim",NA,NA
"1441","Pasir Ris Drive 6","HDB Executive","$850,000","$537 psf (Built-up)","1990","Maisonette",NA,"408 Pasir Ris Drive 6 (510408)",NA,"3","2","HIGH","147 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Cooker Hob/hood | Water Heater | Air Conditioning","Melvin Lim","Fully Furnished","Pasir Ris"
"1442","Peakview Estate","Detached","$8,980,000","$1,569 psf (Land) /$1,796 psf (Built-up)","2017","Detached",NA,"Jalan Pari Dedap","D16 - Bedok / Upper East Coast","6","7",NA,"5,723 sqft (Land) / 5,000 sqft (Built-up)","FREEHOLD",NA,"Park/greenery View | Renovated | Swimming Pool View | Cooker Hob/hood | Air Conditioning | Water Heater | Intercom | Bathtub | Bombshelter | Balcony | Maidsroom | Roof Terrace | Walk-in-wardrobe | Private Garden","Billy Ong","Partially Furnished",NA
"1443","Fajar Road","HDB 5 Rooms","$420,000","$323 psf (Built-up)","1997","Improved",NA,"453 Fajar Road (670453)",NA,"3",NA,NA,"121 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning","Seri Ahmad",NA,"Bukit Panjang"
"1444","Ocean Drive","Terrace","$6,800,000","$2,050 psf (Land) /","2006","Corner Terrace",NA,"Ocean Drive","D4 - Sentosa / Harbourfront","4",NA,NA,"3,317 sqft (Land) / ","LEASEHOLD/99 years",NA,"Air Conditioning | Water Heater","Nancy Hawkes",NA,NA
"1445","The Oceanfront @ Sentosa Cove","Condominium","$2,618,000","$1,900 psf (Built-up)","2010","Condominium","TC Development Pte Ltd","281 Ocean Drive (098527)","D4 - Sentosa / Harbourfront","2+1",NA,NA,"1,378 sqft (Built-up)","LEASEHOLD/99 years","264","Water Heater | Air Conditioning","Nancy Hawkes",NA,NA
"1446","Mayfair Park","Semi-Detached","$1,300,000","$424 psf (Land) /$650 psf (Built-up)",NA,"Semi-detached",NA,"Jalan Bingka","D21 - Clementi Park / Upper Bukit Timah","4+1","3",NA,"3,060 sqft (Land) / 2,000 sqft (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Outdoor Patio | Walk-in-wardrobe | Private Garden | Maidsroom","Lawrence Ang C H",NA,NA
"1447","Parc Life","Condominium","$656,000","$615 psf (Built-up)",NA,"Condominium","Sembawang Residences Pte. Ltd.","33 Sembawang Crescent (756984)","D27 - Sembawang / Yishun","3","3","LOW","1,066 sqft (Built-up)","LEASEHOLD/99 years","628","Original Condition | Air Conditioning | Balcony","Tripp Teo","Partially Furnished",NA
"1448","Carpmael Thirty-Eight","Apartment","$1,223,495","$1,697 psf (Built-up)","2020","Apartment","LWH Carpmael Pte Ltd","38 Carpmael Road (429781)","D15 - East Coast / Marine Parade","2",NA,NA,"721 sqft (Built-up)","FREEHOLD","16","Renovated | Park/greenery View | Corner Unit | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Bombshelter | Balcony","Zulkifli Bin Ahamad",NA,NA
"1449","University Park","Semi-Detached","$4,500,000","$1,394 psf (Land) /$1,071 psf (Built-up)","1997","Semi-detached","VARSITY PROPERTIES PTE LTD(HABITAT PROPERTIES)","University Walk","D11 - Newton / Novena","4+2","6","GROUND","3,227 sqft (Land) / 4,200 sqft (Built-up)","LEASEHOLD/99 years","44","Corner Unit | Park/greenery View | Swimming Pool View | Renovated | Air Conditioning | Hairdryer | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Jacuzzi | Balcony | Maidsroom | Outdoor Patio | Terrace | Garage | Private Garden | Walk-in-wardrobe","Christopher Quek Hy","Partially Furnished",NA
"1450","Whitley Road","Semi-Detached","$4,200,000","$1,052 psf (Built-up)","2011","Cluster House",NA,"WHITLEY ROAD","D11 - Newton / Novena","5","6",NA,"3,993 sqft (Built-up)","FREEHOLD",NA,"Swimming Pool View | Renovated | Park/greenery View | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Outdoor Patio | Maidsroom | Walk-in-wardrobe","Jonathan Koh C L","Partially Furnished",NA
"1451","Q Bay Residences","Condominium","$1,250,000","$1,116 psf (Built-up)","2016","Condominium","Quarry Bay Pte Ltd","7 Tampines Street 86 (528586)","D18 - Pasir Ris / Tampines","3+1",NA,NA,"1,120 sqft (Built-up)","LEASEHOLD/99 years","630","Children's Play Pool | Lifestyle Pavilions With Spa Pool | Sunbathing Decks | Multipurpose Court | Clubhouse | Male & Female Changing Rooms With Steam Bath | Main Pool | Bay Villas | Children's Play Zone | Tennis Courts | Spa Pools | Main Entrance Drop Off Area | Gymnasium | Main Pavilion | Reflective Pools | Swimming Pool View | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Joanne Chan",NA,NA
"1452","Kismis Residences","Terrace","$4,155,240","$2,507 psf (Land) /$794 psf (Built-up)","2018","Inter Terrace","Newfort Alliance (Kismis) Pte. Ltd.","Toh Tuck Terrace","D21 - Clementi Park / Upper Bukit Timah","5","6","GROUND","1,657 sqft (Land) / 5,231 sqft (Built-up)","FREEHOLD","31","Original Condition | Air Conditioning | Intercom | Water Heater | Private Lift | Cooker Hob/hood | Balcony | Maidsroom | Roof Terrace | Terrace","Roland Tay","Not Furnished",NA
"1453","Holland Heights","Detached","$13,000,000","$1,829 psf (Land) /$2,364 psf (Built-up)","2011","Detached",NA,"Holland Heights","D10 - Tanglin / Holland / Bukit Timah","5+1","6","MID","7,104 sqft (Land) / 5,500 sqft (Built-up)","FREEHOLD",NA,"Corner Unit | Park/greenery View | Swimming Pool View | Renovated | Air Conditioning | Private Pool | Bathtub | Water Heater | Cooker Hob/hood | Balcony | Maidsroom | Outdoor Patio | Terrace | Garage | Private Garden | Walk-in-wardrobe","Christopher Quek Hy","Partially Furnished",NA
"1454","Pasir Ris Drive 6","HDB 4 Rooms","$438,000","$388 psf (Built-up)",NA,"Model A",NA,"474 Pasir Ris Drive 6 (510474)",NA,"3","2","LOW","105 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater","Adrian Lim","Fully Furnished","Pasir Ris"
"1455","Stillz Residence","Apartment","$1,150,000","$1,173 psf (Built-up)","2011","Apartment","Warees Land Pte Ltd","21 Lorong 108 Changi (426411)","D15 - East Coast / Marine Parade","2",NA,NA,"980 sqft (Built-up)","FREEHOLD","25","Renovated | Corner Unit | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Don Tay",NA,NA
"1456","Yishun Ring Road","HDB 4 Rooms","$380,000","$364 psf (Built-up)","2012",NA,NA,"448 Yishun Ring Road (760448)",NA,"2","2","HIGH","97 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater","Don Tay",NA,"Yishun"
"1457","Jurong East Avenue 1","HDB Executive","$610,000","$380 psf (Built-up)","1985","Maisonette",NA,"336 Jurong East Avenue 1 (600336)",NA,"4",NA,NA,"149 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Maidsroom","Lee Yee Wei",NA,"Jurong East"
"1458","Crawford Lane","HDB 5 Rooms","$738,000","$562 psf (Built-up)","1981",NA,NA,"461 Crawford Lane (190461)",NA,"3",NA,NA,"122 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning","Kenny Wong",NA,"Kallang/Whampoa"
"1459","Punggol Drive","HDB 4 Rooms","$475,000","$475 psf (Built-up)","2013","Model A",NA,"619D Punggol Drive (824619)",NA,"3","2","HIGH","93 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Park/greenery View | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood","Cheryl Tan","Partially Furnished","Punggol"
"1460","Mera Gardens","Detached","$3,600,000","$609 psf (Land) /","1998","Detached","MALAYAN CREDIT(BUKIT PANJANG)PTE LTD","Almond Crescent","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","5","7","GROUND","5,908 sqft (Land) / ","LEASEHOLD/99 years","123","Park/greenery View | Renovated | Air Conditioning | Bathtub | Cooker Hob/hood | Private Garden","Tan Sze Kiat","Partially Furnished",NA
"1461","Shelford Suites","Condominium","$3,600,000","$1,306 psf (Built-up)",NA,"Condominium","City Developments Ltd","16B Shelford Road (286653)","D11 - Newton / Novena","4","4","PENTHOUSE","2,756 sqft (Built-up)","FREEHOLD","77","Corner Unit | Air Conditioning | Balcony | Maidsroom","Richard Tan","Partially Furnished",NA
"1462","Castle Green","Condominium","$970,000","$842 psf (Built-up)","1997","Condominium","Castle Green Property Pte Ltd","487 Yio Chu Kang Road (787059)","D26 - Mandai / Upper Thomson","3","3","MID","1,152 sqft (Built-up)","LEASEHOLD/99 years","664","Barbecue Area | Tennis Court | Play Ground | Multi Purpose Hall | Gymnasium | Club House | Fitness Area | Squash Court | Swimming Pool | Wadpool | Securities | Car Park | Corner Unit | Air Conditioning | Cooker Hob/hood | Intercom | Bathtub | Water Heater | Flooring For Bedroom | Air-conditioning | Kitchen | Flooring For Living/dining | Wardrobe","Tracy Liu C","Partially Furnished",NA
"1463","Yishun Ring Road","HDB 4 Rooms","$370,000","$331 psf (Built-up)","1989","New Generation",NA,"365 Yishun Ring Road (760365)",NA,"3","2","MID","104 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Cooker Hob/hood","Tracy Liu C","Partially Furnished","Yishun"
"1464","Urban Suites","Condominium","$4,700,000","$2,930 psf (Built-up)","2013","Condominium","Augite Pte Ltd","1 Hullet Road (229157)","D9 - Orchard / River Valley","3",NA,NA,"1,604 sqft (Built-up)","FREEHOLD","165","City View | Renovated | Park/greenery View | Bathtub | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony | Walk-in-wardrobe | Bombshelter | Maidsroom","Karen Lim",NA,NA
"1465","Yishun Avenue 5","HDB 3 Rooms","$298,000","$338 psf (Built-up)","1984","Improved",NA,"710 Yishun Avenue 5 (760710)",NA,"2","2",NA,"82 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Corner Unit | Water Heater","Karen Lim","Partially Furnished","Yishun"
"1466","Lorong 5 Toa Payoh","HDB 3 Rooms","$288,888","$401 psf (Built-up)","1970","Improved",NA,"34 Lorong 5 Toa Payoh (310034)",NA,"2","2",NA,"67 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Air Conditioning | Water Heater","Karen Lim","Partially Furnished","Toa Payoh"
"1467","Tree House","Condominium","$1,588,000","$1,125 psf (Built-up)","2013","High Rise","Chestnut Avenue Developments Pte Ltd","66 Chestnut Avenue (679520)","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","3","3","HIGH","1,411 sqft (Built-up)","LEASEHOLD/99 years","429","Corner Unit | City View | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony | Maidsroom","Kevin Woo Keng Mun @muhammad Faris Woo",NA,NA
"1468","Parc Botannia","Condominium","$1,191,000","$1,229 psf (Built-up)",NA,"Condominium","Fernvale Green Pte Ltd","10 Fernvale Street (797390)","D28 - Seletar / Yio Chu Kang","3","1",NA,"969 sqft (Built-up)","LEASEHOLD/99 years","735","Park/greenery View | Swimming Pool View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe | Maidsroom","Maggie Deng",NA,NA
"1469","Cove Drive","Detached","$22,000,000","$2,021 psf (Land) /$2,316 psf (Built-up)","2009","Detached",NA,"Cove Drive","D4 - Sentosa / Harbourfront","6","6",NA,"10,882 sqft (Land) / 9,500 sqft (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Cooker Hob/hood | Air Conditioning | Outdoor Patio | Roof Terrace","Theresa Lee","Partially Furnished",NA
"1470","Bukit Batok Street 24","HDB 4 Rooms","$448,000","$408 psf (Built-up)","1998","New Generation",NA,"291E Bukit Batok Street 24 (654291)",NA,"3",NA,NA,"102 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Cooker Hob/hood | Air Conditioning | Water Heater","Theresa Lee",NA,"Bukit Batok"
"1471","Ang Mo Kio Avenue 10","HDB 4 Rooms","$469,000","$474 psf (Built-up)","1979","New Generation",NA,"441 Ang Mo Kio Avenue 10 (560441)",NA,"3","2","HIGH","92 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater","Adrian Lim","Fully Furnished","Ang Mo Kio"
"1472","Opera Estate","Terrace","$3,300,000","$1,904 psf (Land) /$892 psf (Built-up)","2009","Corner Terrace",NA,"Dido Street","D15 - East Coast / Marine Parade","4+1",NA,NA,"1,733 sqft (Land) / 3,700 sqft (Built-up)","FREEHOLD","182","Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Private Pool | Water Heater | Balcony | Walk-in-wardrobe | Maidsroom","Deborah Ee",NA,NA
"1473","Barker Terraces","Terrace","$3,500,000","$1,338 psf (Built-up)","2006","Cluster House","PETESBURY PTE LTD","Barker Road","D11 - Newton / Novena","3+1","4",NA,"2,616 sqft (Built-up)","FREEHOLD","13","Renovated | Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Private Pool | Outdoor Patio","Jessica Soo","Partially Furnished",NA
"1474","D'Mira","Apartment","$1,380,000","$1,424 psf (Built-up)","2012","Apartment","MCL Land Development Pte Ltd","31 Boon Teck Road (329602)","D12 - Balestier / Toa Payoh","2",NA,NA,"969 sqft (Built-up)","FREEHOLD","65","Air Conditioning | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Bombshelter | Balcony","Bowie Neo",NA,NA
"1475","Duo Residences","Apartment","$1,800,000","$2,497 psf (Built-up)","2017","Apartment","Ophir-Rochor Residential Pte. Ltd.","1 Fraser Street (189350)","D7 - Beach Road / Bugis / Rochor","1",NA,NA,"721 sqft (Built-up)","LEASEHOLD/99 years","660","Jacuzzi | Aqua Gym Equipment | Children's Pool | Sun Deck | Reflective Pool | Kid's Play Area | Patio Gym | Function Room | Gymnasium | Outdoor Living Room | Teppanyaki Terraces | Sky Pool | 50M Lap Pool With Spa Seats | City View | Corner Unit | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Ken Yew",NA,NA
"1476","Sky Habitat","Condominium","$2,104,800","$1,171 psf (Built-up)","2015","Condominium","Bishan Residential  Development Pte Ltd","7 Bishan Street 15 (573908)","D20 - Ang Mo Kio / Bishan / Thomson","4",NA,NA,"1,798 sqft (Built-up)","LEASEHOLD/99 years","509","Guard House | 50M Lap Pool | Reflection Gardens | Bbq / Party Dawn | Leisure Pool | Pool Island | Entry Court | Lily Ponds | Tennis Viewing Garden | Water Wall | Tennis Court | Bbq / Social Areas | Children's Pool | Balcony | Terrace","Laura Koh",NA,NA
"1477","The Minton","Condominium","$1,110,000","$1,021 psf (Built-up)","2013","Condominium","Peak Garden Pte Ltd","12 Hougang Street 11 (534075)","D19 - Hougang / Punggol / Sengkang","2+1",NA,NA,"1,087 sqft (Built-up)","LEASEHOLD/99 years","1145","Corner Unit | Renovated | Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony | Bombshelter","Lim Lee Choo Josephine",NA,NA
"1478","Ang Mo Kio Avenue 10","HDB 5 Rooms","$620,000","$480 psf (Built-up)","1980","Improved",NA,"460 Ang Mo Kio Avenue 10 (560460)",NA,"3","2","HIGH","120 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Park/greenery View | Corner Unit | Cooker Hob/hood | Air Conditioning | Balcony","Susan Ong","Partially Furnished","Ang Mo Kio"
"1479","Poets Villas","Semi-Detached","$2,280,000","$625 psf (Built-up)","2014","Cluster House","Feature Green Pte Ltd","Tagore Avenue","D26 - Mandai / Upper Thomson","6","5",NA,"3,649 sqft (Built-up)","LEASEHOLD/99 years","40","Park/greenery View | Swimming Pool View | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Garage | Roof Terrace | Outdoor Patio | Maidsroom | Private Garden","Susan Ong","Partially Furnished",NA
"1480","Northwave","Condominium","$753,000","$761 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","101 Woodlands View (737708)","D25 - Admiralty / Woodlands","3","2",NA,"990 sqft (Built-up)","LEASEHOLD/99 years","358","Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony","Allen Soon","Partially Furnished",NA
"1481","The Water Edge","Apartment","$699,000","$1,510 psf (Built-up)","2013","Apartment","Pinnacle Development Pte Ltd","8 Lorong 38 Geylang (398106)","D14 - Eunos / Geylang / Paya Lebar","1+1","1","MID","463 sqft (Built-up)","FREEHOLD","98","Swimming Pool | Barbecue Area | Renovated | Park/greenery View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Flooring For Bedroom | Kitchen | Flooring For Living/dining | Wardrobe | Air-conditioning | Bombshelter | Balcony","Allen Soon","Fully Furnished",NA
"1482","Punggol Field","HDB 5 Rooms","$399,999","$338 psf (Built-up)","2003","Improved",NA,"110D Punggol Field (824110)",NA,"3",NA,NA,"110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Corner Unit | Cooker Hob/hood | Air Conditioning | Water Heater","Theresa Soon W C",NA,"Punggol"
"1483","Jalan Membina","HDB 4 Rooms","$830,000","$857 psf (Built-up)","2003","Model A",NA,"22 Jalan Membina (166022)",NA,"3","2",NA,"90 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Corner Unit | Air Conditioning | Water Heater","Theresa Ng","Fully Furnished","Bukit Merah"
"1484","Edenz Loft","Apartment","$590,000","$1,372 psf (Built-up)","2015","Apartment","A Development Pte Ltd","11 Lorong 24 Geylang (398623)","D14 - Eunos / Geylang / Paya Lebar","1",NA,NA,"430 sqft (Built-up)","FREEHOLD","42","Swimming Pool | Pool Deck | Bbq Area | Renovated | Swimming Pool View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Amy Teo S K",NA,NA
"1485","The Glades","Condominium","$1,550,000","$1,532 psf (Built-up)","2016","Condominium","Sherwood Development Pte Ltd","18 Bedok Rise (465410)","D16 - Bedok / Upper East Coast","3","3",NA,"1,012 sqft (Built-up)","LEASEHOLD/99 years","726","Children's Playground | Jogging Trail | Tennis Court | Terrace Waterfalls | Dining Pavilion | Gym | Function Room | Swimming Pool | Bbq Pavilion | Renovated | City View | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony","Kathleen Koay",NA,NA
"1486","MARSILING RISE","HDB 4 Rooms","$308,000","$292 psf (Built-up)","1985","New Generation",NA,"123 MARSILING RISE (730123)",NA,"3",NA,NA,"98 sqm (Built-up)","LEASEHOLD/99 years",NA,"Original Condition | Air Conditioning | Water Heater","Laura Chan",NA,"Woodlands"
"1487","Tree House","Condominium","$850,000","$1,179 psf (Built-up)","2013","Condominium","Chestnut Avenue Developments Pte Ltd","60 Chestnut Avenue (679517)","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","2","2","MID","721 sqft (Built-up)","LEASEHOLD/99 years","429","Corner Unit | Air Conditioning","Freddie Xu","Partially Furnished",NA
"1488","Boathouse Residences","Condominium","$1,050,000","$1,049 psf (Built-up)","2015","Condominium","Easthouse Propperties Pte Ltd","21 Upper Serangoon View (534048)","D19 - Hougang / Punggol / Sengkang","3",NA,NA,"1,001 sqft (Built-up)","LEASEHOLD/99 years","493","Multi-purposes Room | Children's Play Area | Spa Pool With Pavilion | Aqua Gym | Wading Pool With Slide | Boatshed Spa Pools | Recreational Tennis Court | Garden Walkways | Meandering Pool | 50M Lap Pool And Sun Decks | Hammock Island | Courtyard Gardens | River Pavilion With Teppanyaki | Gym - Boathouse Alike Floating By The Pool | Clubhouse - Boathouse Alike Floating By The Pool | Aqua Foot Reflexology | Bbq | Fitness Corner | Corner Unit | Cooker Hob/hood | Air Conditioning | Balcony","Freddie Xu",NA,NA
"1489","The Arcadia","Condominium","$6,900,000","$920 psf (Built-up)","1983","Condominium","Arcadia Gardens Pte Ltd","235 Arcadia Road (289843)","D11 - Newton / Novena","5","5",NA,"7,501 sqft (Built-up)","LEASEHOLD/99 years","164","Car Park | Squash Court | Tennis Court | Club House | Wadpool | Swimming Pool | Securities | Renovated | Park/greenery View | Corner Unit | City View | Air Conditioning | Water Heater | Cooker Hob/hood | Bathtub | Intercom | Kitchen | Air-conditioning | Flooring For Bedroom | Flooring For Living/dining | Balcony | Maidsroom | Walk-in-wardrobe | Terrace | Outdoor Patio | Garage","Richard Jany","Partially Furnished",NA
"1490","Ghim Moh Road","HDB 5 Rooms","$840,000","$667 psf (Built-up)","1977","Standard",NA,"14 Ghim Moh Road (270014)",NA,"3","2","HIGH","117 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | City View | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Maidsroom","Shelis Tay",NA,"Queenstown"
