"X","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Furnish","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Min.Distance","HDB.Town","lat","long","accuracy"
48,"Marina One Residences","Apartment","$2,565,000","$2,270 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018979)","D1 - Boat Quay / Raffles Place / Marina","2",2,"Partially Furnished","19","1,130 sqft (Built-up)","LEASEHOLD/99 years",1042,"Corner Unit | Park/greenery View | Colonial Building | Renovated | Air Conditioning | Hairdryer | Bathtub | Water Heater | Cooker Hob/hood","Diana Chang",130,NA,1.280042,103.855291,"establishment"
49,"Kingsford Waterbay","Apartment","$1,879,000","$1,385 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","5",NA,NA,"15","1,357 sqft (Built-up)","LEASEHOLD/99 years",1165,"Air Conditioning | Cooker Hob/hood","May Lee L.g.",970,NA,1.3738557,103.9022723,"street_address"
50,"Queens Peak","Condominium","$1,479,000","$1,833 psf (Built-up)",NA,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3+1",2,"Partially Furnished","43","807 sqft (Built-up)","LEASEHOLD/99 years",736,"Corner Unit | Park/greenery View | City View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony","Jay Choong 钟志杰",90,NA,1.2950313,103.8070953,"street_address"
51,"Queens Peak","Condominium","$1,696,000","$1,694 psf (Built-up)",2020,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3",NA,NA,"31","1,001 sqft (Built-up)","LEASEHOLD/99 years",736,"Park/greenery View | City View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Iris Sim",90,NA,1.2950313,103.8070953,"street_address"
52,"Queens Peak","Condominium","$1,718,000","$1,716 psf (Built-up)",2020,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3",NA,NA,"34","1,001 sqft (Built-up)","LEASEHOLD/99 years",736,"Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Alfa Chua",90,NA,1.2950313,103.8070953,"street_address"
53,"Marina One Residences","Apartment","$2,550,000","$2,257 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2",2,"Partially Furnished","18","1,130 sqft (Built-up)","LEASEHOLD/99 years",1042,"Original Condition | City View | Air Conditioning | Intercom | Water Heater | Private Lift | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Alex Goh",140,NA,1.280042,103.855291,"establishment"
54,"The Oceanfront @ Sentosa Cove","Condominium","$12,800,000","$2,139 psf (Built-up)",2010,"Condominium","TC Development Pte Ltd","289 Ocean Drive (098531)","D4 - Sentosa / Harbourfront","4",4,"Partially Furnished","15","5,983 sqft (Built-up)","LEASEHOLD/99 years",264,"Corner Unit | Sea View | Air Conditioning | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Private Lift | Balcony | Maidsroom | Roof Terrace | Terrace | Walk-in-wardrobe","Harry Zeng (MBA-EXPERT-SRX) 曾伟源",NA,NA,1.243254,103.841952,"street_address"
55,"Leonie Parc View","Apartment","$11,888,888","$1,822 psf (Built-up)",2009,"Apartment","SB (Orchard) Development Pte Ltd","22 Leonie Hill Road (239195)","D9 - Orchard / River Valley","5+1",NA,NA,"28","6,524 sqft (Built-up)","FREEHOLD",44,"Park/greenery View | Renovated | City View | Air Conditioning | Cooker Hob/hood | Intercom | Private Pool | Bathtub | Hairdryer | Jacuzzi | Water Heater | Private Lift | Balcony | Bombshelter | Maidsroom | Terrace | Outdoor Patio | Roof Terrace | Walk-in-wardrobe | Garage","Tony Tay Soo Tong",440,NA,1.298893,103.834251,"street_address"
56,"Kingsford Waterbay","Apartment","$1,115,341","$1,312 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","76 Upper Serangoon View (533880)","D19 - Hougang / Punggol / Sengkang","3",NA,NA,"15","850 sqft (Built-up)","LEASEHOLD/99 years",1165,"Air Conditioning | Cooker Hob/hood","May Lee L.g.",1010,NA,1.3738557,103.9022723,"street_address"
57,"Marina One Residences","Apartment","$2,676,230","$2,368 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2",2,"Partially Furnished","23","1,130 sqft (Built-up)","LEASEHOLD/99 years",1042,"Renovated | Park/greenery View | Air Conditioning | Sea View | Intercom | Cooker Hob/hood | Water Heater | Air Conditioning | Private Lift | Balcony | Walk-in-wardrobe","Eric Kang",140,NA,1.280042,103.855291,"establishment"
58,"Marina One Residences","Apartment","$3,909,720","$2,594 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3",3,"Partially Furnished","19","1,507 sqft (Built-up)","LEASEHOLD/99 years",1042,"Sea View | City View | Park/greenery View | Air Conditioning | Bathtub | Intercom | Water Heater | Private Lift | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Fion Lim C N",140,NA,1.280042,103.855291,"establishment"
59,"Marina One Residences","Apartment","$2,594,450","$2,319 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2",2,"Partially Furnished","23","1,119 sqft (Built-up)","LEASEHOLD/99 years",1042,"City View | Sea View | Park/greenery View | Air Conditioning | Private Lift | Cooker Hob/hood | Water Heater | Intercom | Balcony","Fion Lim C N",140,NA,1.280042,103.855291,"establishment"
60,"Queens Peak","Condominium","$3,123,000","$1,559 psf (Built-up)",NA,"Condominium","HY Realty (Dundee) Pte Ltd","3 Dundee Road (149457)","D3 - Alexandra / Commonwealth","5",4,"Partially Furnished","29","2,003 sqft (Built-up)","LEASEHOLD/99 years",736,"Bathtub | Hairdryer | Water Heater | Intercom | Air Conditioning | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Jane He",120,NA,1.2950313,103.8070953,"street_address"
61,"The Crest","Condominium","$3,014,000","$1,917 psf (Built-up)",2017,"Condominium","Wingcrown Investment Pte Ltd","105 Prince Charles Crescent (159019)","D3 - Alexandra / Commonwealth","3",2,"Fully Furnished","04","1,572 sqft (Built-up)","LEASEHOLD/99 years",469,"Corner Unit | Renovated | Water Heater | Air Conditioning | Cooker Hob/hood | Intercom | Balcony | Walk-in-wardrobe","Alfa Chua",460,NA,1.292772,103.8193166,"premise"
62,"Kingsford Waterbay","Apartment","$1,115,000","$1,312 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","3",2,"Partially Furnished","10","850 sqft (Built-up)","LEASEHOLD/99 years",1165,"Air Conditioning | Cooker Hob/hood | Water Heater | Outdoor Patio","Lee Hwee Leng",970,NA,1.3738557,103.9022723,"street_address"
63,"Sophia Hills","Condominium","$2,769,000","$2,109 psf (Built-up)",NA,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","27 Mount Sophia (228478)","D9 - Orchard / River Valley","3+1",2,"Partially Furnished","01","1,313 sqft (Built-up)","LEASEHOLD/99 years",493,"Conserved Building: Childcare/kindergarten | Pavilion | Childcare Drop-off Plaza | Bin Centre | Bbq Corner | Lagoon Pool | Guardhouse | Internet Corner | Function Rooms | Seating Corner | Management Office | Yoga Decks | Adventure Playground | Lounge | Main Entrance Drop-off Plaza | The Sophia Mirror Pool | Sunning Deck | Toddler's Playground | Timber Deck | Mountain Terraces | Clubhouse Drop-off Plaza | Children's Water Play | Water Wall | Substation | 50M Lap Pool | Fitness Stations | Male And Female Changing And Steam Rooms | Games Room | Reflective Pool | Jacuzzi | Gymnasium | Water Cascades | Residents' Side Gate | Steps Cascades | The Sophia Grand Staircase | Vantage Deck | Bio-pond | Multi-purpose Media Room | Conserved Building: Restaurant | Jogging Path | Children's Pool | Original Condition | Air Conditioning | Cooker Hob/hood | Outdoor Patio","Gan Ching Ching",320,NA,1.2999158,103.8475074,"street_address"
64,"V on Shenton","Apartment","$4,521,000","$2,561 psf (Built-up)",NA,"Apartment","UIC Investments (Properties) Pte Ltd","5 Shenton Way (068808)","D1 - Boat Quay / Raffles Place / Marina","3",NA,NA,"49","1,765 sqft (Built-up)","LEASEHOLD/99 years",510,"Surf Lounge | Splash Zone | Bubbly Bay | Playscape | Garden Lounge | Day Bed Island | Cloves Hedge | Epicurean Dining | Outdoor Fitness | Aqua Gym | Club Lounge | Refreshment Bar | Cinnamon Scent | Spice Botanics | Indoor Gymnasium | Sun Deck | Spa Pool | Junior Pool | Outback Grill | Renovated | City View | Sea View | Park/greenery View | Corner Unit | Water Heater | Intercom | Air Conditioning | Cooker Hob/hood | Balcony","Neeza Ali",100,NA,1.2775413,103.8493895,"street_address"
65,"6 Derbyshire","Condominium","$1,665,333","$3,160 psf (Built-up)",2017,"Condominium","Fantasia (Novena) Pte Ltd","6 Derbyshire Road (309462)","D11 - Newton / Novena","1",1,NA,"24","527 sqft (Built-up)","FREEHOLD",168,"Simming Pool | Spa Pool | Children Playground | Reflective Pool | Pavilion | Gymnasium | Bbq Pits | Community Sky Garden | City View | Air Conditioning | Water Heater","Ch Tan",590,NA,1.3157339,103.8459614,"street_address"
66,"Queens Peak","Condominium","$1,591,200","$1,848 psf (Built-up)",NA,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3",NA,NA,"43","861 sqft (Built-up)","LEASEHOLD/99 years",736,"Air Conditioning | Water Heater","Ch Tan",90,NA,1.2950313,103.8070953,"street_address"
67,"Kingsford Waterbay","Apartment","$1,115,341","$1,312 psf (Built-up)",2018,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","3",2,"Partially Furnished","04","850 sqft (Built-up)","LEASEHOLD/99 years",1165,"City View | Swimming Pool View | Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Balcony","Augustine Wee",970,NA,1.3738557,103.9022723,"street_address"
68,"Kingsford Waterbay","Apartment","$1,150,000","$1,353 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","2",NA,NA,"04","850 sqft (Built-up)","LEASEHOLD/99 years",1165,"Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Emily Yeo",970,NA,1.3738557,103.9022723,"street_address"
69,"Martin Modern","Condominium","$4,874,840","$2,711 psf (Built-up)",2021,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4",3,NA,"22","1,798 sqft (Built-up)","LEASEHOLD/99 years",450,"Bathtub | Air Conditioning | Cooker Hob/hood | Balcony","Mike Toh",590,NA,1.2932638,103.8378606,"street_address"
70,"New Futura","Condominium","$5,500,000","$3,005 psf (Built-up)",2017,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","3",3,"Partially Furnished","25","1,830 sqft (Built-up)","FREEHOLD",124,"Original Condition | Park/greenery View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Hairdryer | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian",500,NA,1.2988946,103.834213,"street_address"
71,"New Futura","Condominium","$7,800,000","$2,899 psf (Built-up)",2017,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","4",4,"Partially Furnished","28","2,691 sqft (Built-up)","FREEHOLD",124,"Corner Unit | City View | Air Conditioning | Cooker Hob/hood | Intercom | Private Lift | Bathtub | Water Heater | Balcony | Walk-in-wardrobe | Maidsroom | Private Garden","Harry Zeng (MBA-EXPERT-SRX) 曾伟源",500,NA,1.2988946,103.834213,"street_address"
72,"Martin Modern","Condominium","$1,991,700","$2,607 psf (Built-up)",2020,"Condominium","Martin Modern Pte Ltd","35 Martin Place (2399993)","D9 - Orchard / River Valley","2",2,"Partially Furnished","06","764 sqft (Built-up)","LEASEHOLD/99 years",450,"City View | Park/greenery View | Swimming Pool View | Private Pool | Intercom | Air Conditioning | Cooker Hob/hood | Walk-in-wardrobe | Balcony","Henry Lim (MBA, EXPERT-SRX)",570,NA,1.2930164,103.8382213,"street_address"
73,"Martin Modern","Condominium","$1,991,700","$2,607 psf (Built-up)",2020,"Condominium","Martin Modern Pte Ltd","35 Martin Place (2399993)","D9 - Orchard / River Valley","2",2,"Partially Furnished","06","764 sqft (Built-up)","LEASEHOLD/99 years",450,"City View | Park/greenery View | Swimming Pool View | Original Condition | Private Pool | Intercom | Air Conditioning | Walk-in-wardrobe | Balcony","Tina Lee Kim Lian",570,NA,1.2930164,103.8382213,"street_address"
74,"Martin Modern","Condominium","$4,874,840","$2,711 psf (Built-up)",2020,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4+1",NA,NA,"11","1,798 sqft (Built-up)","LEASEHOLD/99 years",450,"Swimming Pool View | Park/greenery View | City View | Corner Unit | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Bryan Setho K P",590,NA,1.2932638,103.8378606,"street_address"
75,"D'Leedon","Condominium","$5,467,000","$1,534 psf (Built-up)",2014,"Penthouse","Morganite Pte Ltd","7 Leedon Heights (267953)","D10 - Tanglin / Holland / Bukit Timah","4",3,"Partially Furnished","35","3,563 sqft (Built-up)","LEASEHOLD/99 years",1715,"Multi-purpose Court | Basketball Court | Lap Pool / Gym Pool | Event Courts | Jogging Tracks | Mini Race Track | Bbq | Jacuzzis | Gymnasium | Restaurant/retail Space | Clubhouses | Tennis Courts | Spa Pavilions | Fitness Areas | Theme Gardens | Play Areas | Original Condition | Park/greenery View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)",560,NA,1.3144266,103.8030263,"street_address"
76,"Victoria Park Villas","Semi-Detached","$4,824,000","$1,687 psf (Land) /$1,115 psf (Built-up)",2018,"Semi-detached","Athens Residential Development Pte Ltd","Victoria Park Grove","D10 - Tanglin / Holland / Bukit Timah","5",4,"Partially Furnished",NA,"2,858 sqft (Land) / 4,327 sqft (Built-up)","LEASEHOLD/99 years",109,"Park/greenery View | Original Condition | Water Heater | Air Conditioning | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)",590,NA,1.349718,103.881869,"establishment"
77,"D'Leedon","Condominium","$4,494,000","$1,518 psf (Built-up)",2014,"Condominium","Morganite Pte Ltd","13 Leedon Heights (266224)","D10 - Tanglin / Holland / Bukit Timah","4",4,"Partially Furnished","34","2,960 sqft (Built-up)","LEASEHOLD/99 years",1715,"Tennis Courts | Basketball Court | Jogging Tracks | Bbq | Lap Pool / Gym Pool | Play Areas | Spa Pavilions | Fitness Areas | Theme Gardens | Restaurant/retail Space | Mini Race Track | Gymnasium | Clubhouses | Event Courts | Multi-purpose Court | Jacuzzis | Park/greenery View | Original Condition | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian",490,NA,1.3153797,103.8035105,"street_address"
78,"Victoria Park Villas","Semi-Detached","$8,500,000","$3,705 psf (Land) /$2,030 psf (Built-up)",2018,"Semi-detached","Athens Residential Development Pte Ltd","Victoria Park Grove","D10 - Tanglin / Holland / Bukit Timah","5",5,"Partially Furnished",NA,"2,294 sqft (Land) / 4,187 sqft (Built-up)","LEASEHOLD/99 years",109,"Park/greenery View | Original Condition | Water Heater | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Private Garden","Tina Lee Kim Lian",590,NA,1.349718,103.881869,"establishment"
79,"Wallich Residence At Tanjong Pagar Centre","Apartment","$2,097,800","$3,247 psf (Built-up)",NA,"Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar",NA,1,"Partially Furnished","40","646 sqft (Built-up)","LEASEHOLD/99 years",181,"Original Condition | Park/greenery View | Air Conditioning | Hairdryer | Water Heater | Intercom | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian",70,NA,1.2769655,103.8462527,"street_address"
80,"Wallich Residence At Tanjong Pagar Centre","Apartment","$2,097,800","$3,247 psf (Built-up)",2017,"Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","1",1,"Partially Furnished","40","646 sqft (Built-up)","LEASEHOLD/99 years",181,"Park/greenery View | Original Condition | Air Conditioning | Hairdryer | Intercom | Water Heater | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)",70,NA,1.2769655,103.8462527,"street_address"
81,"Wallich Residence At Tanjong Pagar Centre","Apartment","$2,097,800","$3,247 psf (Built-up)",2017,"Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","1",1,"Partially Furnished","40","646 sqft (Built-up)","LEASEHOLD/99 years",181,"Park/greenery View | Original Condition | Air Conditioning | Hairdryer | Intercom | Water Heater | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)",70,NA,1.2769655,103.8462527,"street_address"
82,"New Futura","Condominium","$5,500,000","$3,005 psf (Built-up)",2018,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","3",4,"Partially Furnished","18","1,830 sqft (Built-up)","FREEHOLD",124,"City View | Corner Unit | Air Conditioning | Private Lift | Bathtub | Balcony | Maidsroom | Walk-in-wardrobe","Anne Hicks",500,NA,1.2988946,103.834213,"street_address"
83,"New Futura","Condominium","$3,800,000","$3,461 psf (Built-up)",NA,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","2",NA,NA,"13","1,098 sqft (Built-up)","FREEHOLD",124,"Air Conditioning | Water Heater","Angie See",500,NA,1.2988946,103.834213,"street_address"
84,"Martin Modern","Condominium","$4,874,000","$2,711 psf (Built-up)",NA,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4",NA,NA,"11","1,798 sqft (Built-up)","LEASEHOLD/99 years",450,"Original Condition | City View | Air Conditioning | Water Heater | Intercom | Bathtub | Private Lift | Cooker Hob/hood | Balcony | Maidsroom","Alex Goh",590,NA,1.2932638,103.8378606,"street_address"
