Movie,Distributor,Budget,US Gross,Worldwide Gross,Release Date
Pirates of the Caribbean: At World's End ,Buena Vista,"$300,000,000 ","$309,420,425 ","$960,996,492 ",25/5/2007
Spider-Man 3 ,Sony,"$258,000,000 ","$336,530,303 ","$890,871,626 ",4/5/2007
Harry Potter and the Half-Blood Prince ,Warner Bros.,"$250,000,000 ","$301,959,197 ","$937,499,905 ",15/7/2009
Avatar ,20th Century Fox,"$237,000,000 ","$601,141,551 ","$2,046,141,551 ",18/12/2009
Superman Returns ,Warner Bros.,"$232,000,000 ","$200,120,000 ","$391,120,000 ",28/6/2006
Quantum of Solace ,Sony Pictures,"$230,000,000 ","$169,368,427 ","$576,368,427 ",14/11/2008
Pirates of the Caribbean: Dead Man's Chest ,Buena Vista,"$225,000,000 ","$423,315,812 ","$1,065,659,812 ",7/7/2006
The Chronicles of Narnia: Prince Caspian ,Buena Vista,"$225,000,000 ","$141,621,490 ","$419,490,286 ",16/5/2008
Transformers: Revenge of the Fallen ,Paramount Pictures,"$210,000,000 ","$402,111,870 ","$835,274,255 ",24/6/2009
King Kong ,Universal,"$207,000,000 ","$218,080,025 ","$550,517,357 ",14/12/2005
His Dark Materials: The Golden Compass ,New Line,"$205,000,000 ","$70,107,728 ","$372,234,864 ",7/12/2007
Titanic ,20th Century Fox,"$200,000,000 ","$600,788,188 ","$1,842,879,955 ",19/12/1997
Spider-Man 2 ,Columbia,"$200,000,000 ","$373,524,485 ","$783,705,001 ",30/6/2004
Terminator Salvation: The Future Begins ,Warner Bros.,"$200,000,000 ","$125,322,469 ","$371,628,539 ",21/5/2009
Disney's A Christmas Carol ,Buena Vista,"$190,000,000 ","$137,850,096 ","$323,550,096 ",6/11/2009
Iron Man ,,"$186,000,000 ","$318,313,199 ","$582,313,199 ",2/5/2008
Indiana Jones and the Kingdom of the Crystal Skull ,Paramount Pictures,"$185,000,000 ","$317,023,851 ","$786,558,145 ",22/5/2008
The Dark Knight ,Warner Bros.,"$185,000,000 ","$533,345,358 ","$1,022,345,358 ",18/7/2008
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Buena Vista,"$180,000,000 ","$291,710,957 ","$748,806,957 ",9/12/2005
Rush Hour 3 ,New Line,"$180,000,000 ","$140,125,968 ","$253,025,968 ",10/8/2007
WALL-E ,Buena Vista,"$180,000,000 ","$223,808,164 ","$532,937,930 ",27/6/2008
Waterworld ,Universal,"$175,000,000 ","$88,246,220 ","$264,246,220 ",28/7/1995
Wild Wild West ,Warner Bros.,"$175,000,000 ","$113,805,681 ","$222,105,681 ",30/6/1999
Evan Almighty ,Universal,"$175,000,000 ","$100,289,690 ","$173,219,280 ",22/6/2007
The Mummy: Tomb of the Dragon Emperor ,Universal,"$175,000,000 ","$102,491,776 ","$397,912,118 ",1/8/2008
Up ,Buena Vista,"$175,000,000 ","$293,004,164 ","$727,104,164 ",29/5/2009
G.I. Joe: The Rise of Cobra ,Paramount Pictures,"$175,000,000 ","$150,201,498 ","$302,139,942 ",7/8/2009
Terminator 3: Rise of the Machines ,Warner Bros.,"$170,000,000 ","$150,358,296 ","$433,058,296 ",1/7/2003
Van Helsing ,Universal,"$170,000,000 ","$120,150,546 ","$300,150,546 ",7/5/2004
The Polar Express ,Warner Bros.,"$170,000,000 ","$181,320,597 ","$305,420,597 ",10/11/2004
Poseidon ,,"$160,000,000 ","$60,674,817 ","$181,674,817 ",12/5/2006
Shrek the Third ,DreamWorks SKG,"$160,000,000 ","$322,719,944 ","$798,958,162 ",18/5/2007
The Curious Case of Benjamin Button ,Paramount Pictures,"$160,000,000 ","$127,509,326 ","$329,809,326 ",25/12/2008
Alexander ,Warner Bros.,"$155,000,000 ","$34,297,191 ","$167,297,191 ",24/11/2004
Pearl Harbor ,Buena Vista,"$151,500,000 ","$198,539,855 ","$449,239,855 ",25/5/2001
Transformers ,DreamWorks SKG,"$151,000,000 ","$319,246,193 ","$708,272,592 ",3/7/2007
Troy ,Warner Bros.,"$150,000,000 ","$133,298,577 ","$497,398,577 ",14/5/2004
Batman Begins ,Warner Bros.,"$150,000,000 ","$205,343,774 ","$372,353,017 ",15/6/2005
Charlie and the Chocolate Factory ,Warner Bros.,"$150,000,000 ","$206,459,076 ","$474,459,076 ",15/7/2005
Harry Potter and the Goblet of Fire ,Warner Bros.,"$150,000,000 ","$290,013,036 ","$896,013,036 ",18/11/2005
Mission: Impossible III ,Paramount Pictures,"$150,000,000 ","$133,501,348 ","$397,501,348 ",5/5/2006
X-Men: The Last Stand ,20th Century Fox,"$150,000,000 ","$234,362,462 ","$459,359,555 ",26/5/2006
Ratatouille ,Buena Vista,"$150,000,000 ","$206,445,654 ","$624,445,654 ",29/6/2007
Harry Potter and the Order of the Phoenix ,Warner Bros.,"$150,000,000 ","$292,004,738 ","$938,468,864 ",11/7/2007
Bee Movie ,DreamWorks SKG,"$150,000,000 ","$126,631,277 ","$287,594,577 ",2/11/2007
Beowulf ,Sony,"$150,000,000 ","$82,195,215 ","$194,995,215 ",16/11/2007
I am Legend ,Warner Bros.,"$150,000,000 ","$256,393,010 ","$585,055,701 ",14/12/2007
Hancock ,Sony,"$150,000,000 ","$227,946,274 ","$624,346,274 ",2/7/2008
Madagascar: Escape 2 Africa ,DreamWorks SKG,"$150,000,000 ","$180,010,950 ","$599,516,844 ",7/11/2008
Bolt ,Buena Vista,"$150,000,000 ","$114,053,579 ","$313,953,579 ",21/11/2008
X-Men Origins: Wolverine ,20th Century Fox,"$150,000,000 ","$179,883,016 ","$374,825,619 ",1/5/2009
Angels & Demons ,Sony,"$150,000,000 ","$133,375,846 ","$485,975,846 ",15/5/2009
Night at the Museum: Battle of the Smithsonian ,20th Century Fox,"$150,000,000 ","$177,243,721 ","$413,044,215 ",22/5/2009
Prince of Persia: Sands of Time ,Buena Vista,"$150,000,000 ",Unknown,Unknown,28/5/2010
Flushed Away ,DreamWorks SKG,"$149,000,000 ","$64,665,672 ","$177,665,672 ",3/11/2006
Tarzan ,Buena Vista,"$145,000,000 ","$171,091,819 ","$448,191,819 ",16/6/1999
Sahara ,Paramount Pictures,"$145,000,000 ","$68,671,925 ","$121,671,925 ",8/4/2005
Die Another Day ,MGM/UA,"$142,000,000 ","$160,942,139 ","$431,942,139 ",22/11/2002
Armageddon ,Buena Vista,"$140,000,000 ","$201,578,182 ","$554,600,000 ",1/7/1998
Lethal Weapon 4 ,Warner Bros.,"$140,000,000 ","$130,444,603 ","$285,400,000 ",10/7/1998
Men in Black 2 ,Sony,"$140,000,000 ","$190,418,803 ","$441,818,803 ",3/7/2002
Fun With Dick And Jane ,Sony,"$140,000,000 ","$110,550,000 ","$202,250,000 ",21/12/2005
Star Trek ,Paramount Pictures,"$140,000,000 ","$257,730,019 ","$385,494,555 ",8/5/2009
Spider-Man ,Sony,"$139,000,000 ","$403,706,375 ","$821,708,551 ",3/5/2002
Stealth ,Sony,"$138,000,000 ","$32,116,746 ","$76,416,746 ",29/7/2005
Watchmen ,Universal,"$138,000,000 ","$107,509,799 ","$183,978,146 ",6/3/2009
The Incredible Hulk ,Universal,"$137,500,000 ","$134,806,913 ","$263,349,257 ",13/6/2008
Final Fantasy: The Spirits Within ,Sony,"$137,000,000 ","$32,131,830 ","$85,131,830 ",11/7/2001
Hulk ,Universal,"$137,000,000 ","$132,177,234 ","$245,360,480 ",20/6/2003
The World is Not Enough ,MGM/UA,"$135,000,000 ","$126,930,660 ","$361,730,660 ",19/11/1999
Master and Commander: The Far Side of the World ,20th Century Fox,"$135,000,000 ","$93,926,386 ","$209,486,484 ",14/11/2003
Miami Vice ,Universal,"$135,000,000 ","$63,478,838 ","$163,818,556 ",28/7/2006
The War of the Worlds ,DreamWorks SKG,"$132,000,000 ","$234,280,354 ","$591,745,532 ",29/6/2005
Bad Boys II ,Sony,"$130,000,000 ","$138,540,870 ","$272,940,870 ",18/7/2003
Harry Potter and the Prisoner of Azkaban ,Warner Bros.,"$130,000,000 ","$249,538,952 ","$795,538,952 ",4/6/2004
The Bourne Ultimatum ,Universal,"$130,000,000 ","$227,471,070 ","$442,161,562 ",3/8/2007
The Adventures of Tintin: Secret of the Unicorn ,Paramount Pictures,"$130,000,000 ",Unknown,Unknown,23/12/2011
Dinosaur ,Buena Vista,"$127,500,000 ","$137,748,063 ","$356,148,063 ",19/5/2000
The Matrix Reloaded ,Warner Bros.,"$127,000,000 ","$281,553,689 ","$738,576,929 ",15/5/2003
Batman & Robin ,Warner Bros.,"$125,000,000 ","$107,325,195 ","$238,317,814 ",20/6/1997
Godzilla ,Sony,"$125,000,000 ","$136,314,294 ","$376,000,000 ",20/5/1998
The 13th Warrior ,Buena Vista,"$125,000,000 ","$32,698,899 ","$61,698,899 ",27/8/1999
Harry Potter and the Sorcerer's Stone ,Warner Bros.,"$125,000,000 ","$317,557,891 ","$976,457,891 ",16/11/2001
X2 ,20th Century Fox,"$125,000,000 ","$214,949,694 ","$407,711,549 ",2/5/2003
Pirates of the Caribbean: The Curse of the Black Pearl ,Buena Vista,"$125,000,000 ","$305,411,224 ","$655,011,224 ",9/7/2003
The Day After Tomorrow ,20th Century Fox,"$125,000,000 ","$186,740,799 ","$544,272,402 ",28/5/2004
The Da Vinci Code ,Sony,"$125,000,000 ","$217,536,138 ","$757,236,138 ",19/5/2006
How the Grinch Stole Christmas ,Universal,"$123,000,000 ","$260,044,825 ","$345,141,403 ",17/11/2000
Mission: Impossible 2 ,Paramount Pictures,"$120,000,000 ","$215,409,889 ","$546,209,889 ",24/5/2000
The Perfect Storm ,Warner Bros.,"$120,000,000 ","$182,618,434 ","$328,711,434 ",30/6/2000
Stuart Little 2 ,Sony,"$120,000,000 ","$64,956,806 ","$166,000,000 ",19/7/2002
Charlie's Angels: Full Throttle ,Sony,"$120,000,000 ","$100,814,328 ","$227,200,000 ",27/6/2003
The Last Samurai ,Warner Bros.,"$120,000,000 ","$111,110,575 ","$456,810,575 ",5/12/2003
The Chronicles of Riddick ,Universal,"$120,000,000 ","$57,712,751 ","$107,212,751 ",11/6/2004
The Island ,DreamWorks SKG,"$120,000,000 ","$35,818,913 ","$163,018,913 ",22/7/2005
Ghost Rider ,Sony,"$120,000,000 ","$115,802,596 ","$237,702,596 ",16/2/2007
Fantastic Four: Rise of the Silver Surfer ,20th Century Fox,"$120,000,000 ","$131,921,738 ","$288,215,319 ",15/6/2007
Speed Racer ,Warner Bros.,"$120,000,000 ","$43,945,766 ","$93,394,462 ",9/5/2008
Dante's Peak ,Universal,"$115,000,000 ","$67,163,857 ","$178,200,000 ",7/2/1997
Star Wars Ep. I: The Phantom Menace ,20th Century Fox,"$115,000,000 ","$431,088,297 ","$924,288,297 ",19/5/1999
"Monsters, Inc. ",Buena Vista,"$115,000,000 ","$255,870,172 ","$528,970,172 ",2/11/2001
Star Wars Ep. II: Attack of the Clones ,20th Century Fox,"$115,000,000 ","$310,676,740 ","$656,695,615 ",16/5/2002
Windtalkers ,MGM/UA,"$115,000,000 ","$40,914,068 ","$77,628,265 ",14/6/2002
Star Wars Ep. III: Revenge of the Sith ,20th Century Fox,"$115,000,000 ","$380,270,577 ","$848,998,877 ",19/5/2005
Astérix aux Jeux Olympiques ,,"$113,500,000 ","$999,811 ","$132,999,811 ",30/1/2008
Speed II: Cruise Control ,20th Century Fox,"$110,000,000 ","$48,097,081 ","$150,468,000 ",13/6/1997
Tomorrow Never Dies ,MGM/UA,"$110,000,000 ","$125,304,276 ","$339,504,276 ",19/12/1997
The Patriot ,Sony,"$110,000,000 ","$113,330,342 ","$215,300,000 ",28/6/2000
Ocean's Eleven ,Warner Bros.,"$110,000,000 ","$183,417,150 ","$450,728,529 ",7/12/2001
The Matrix Revolutions ,Warner Bros.,"$110,000,000 ","$139,259,759 ","$424,259,759 ",5/11/2003
Home on the Range ,Buena Vista,"$110,000,000 ","$50,026,353 ","$76,482,461 ",2/4/2004
Around the World in 80 Days ,Buena Vista,"$110,000,000 ","$24,004,159 ","$72,004,159 ",16/6/2004
The Aviator ,Miramax,"$110,000,000 ","$102,608,827 ","$214,608,827 ",17/12/2004
Kingdom of Heaven ,20th Century Fox,"$110,000,000 ","$47,398,413 ","$211,398,413 ",6/5/2005
Mr. And Mrs. Smith ,,"$110,000,000 ","$186,336,279 ","$478,336,279 ",10/6/2005
Night at the Museum ,20th Century Fox,"$110,000,000 ","$250,863,268 ","$574,480,841 ",22/12/2006
Live Free or Die Hard ,20th Century Fox,"$110,000,000 ","$134,529,403 ","$383,531,464 ",27/6/2007
The Taking of Pelham 123 ,Sony,"$110,000,000 ","$65,452,312 ","$148,952,312 ",12/6/2009
The Lord of the Rings: The Fellowship of the Ring ,New Line,"$109,000,000 ","$314,776,170 ","$868,621,686 ",19/12/2001
Ali ,Sony,"$109,000,000 ","$58,183,966 ","$84,383,966 ",25/12/2001
The Cat in the Hat ,Universal,"$109,000,000 ","$101,018,283 ","$133,818,283 ",21/11/2003
Stuart Little ,Sony,"$105,000,000 ","$140,015,224 ","$298,800,000 ",17/12/1999
Town & Country ,New Line,"$105,000,000 ","$6,712,451 ","$10,364,769 ",27/4/2001
"I, Robot ",20th Century Fox,"$105,000,000 ","$144,801,023 ","$348,601,023 ",16/7/2004
"10,000 B.C. ",Warner Bros.,"$105,000,000 ","$94,784,201 ","$269,065,678 ",7/3/2008
Gone in 60 Seconds ,Buena Vista,"$103,300,000 ","$101,643,008 ","$232,643,008 ",9/6/2000
Gladiator ,DreamWorks SKG,"$103,000,000 ","$187,683,805 ","$457,683,805 ",5/5/2000
Public Enemies ,Universal,"$102,500,000 ","$97,104,620 ","$208,013,844 ",1/7/2009
Minority Report ,20th Century Fox,"$102,000,000 ","$132,024,714 ","$358,824,714 ",21/6/2002
Casino Royale ,MGM/UA,"$102,000,000 ","$167,365,000 ","$596,365,000 ",17/11/2006
Terminator 2: Judgment Day ,Sony,"$100,000,000 ","$204,859,496 ","$516,816,151 ",3/7/1991
True Lies ,20th Century Fox,"$100,000,000 ","$146,282,411 ","$365,300,000 ",15/7/1994
Batman Forever ,Warner Bros.,"$100,000,000 ","$184,031,112 ","$336,529,144 ",16/6/1995
The Hunchback of Notre Dame ,Buena Vista,"$100,000,000 ","$100,138,851 ","$325,500,000 ",21/6/1996
Eraser ,Warner Bros.,"$100,000,000 ","$101,295,562 ","$234,400,000 ",21/6/1996
Starship Troopers ,Sony,"$100,000,000 ","$54,768,952 ","$121,100,000 ",7/11/1997
End of Days ,Universal,"$100,000,000 ","$66,889,043 ","$212,026,975 ",24/11/1999
The Emperor's New Groove ,Buena Vista,"$100,000,000 ","$89,296,573 ","$169,296,573 ",15/12/2000
Planet of the Apes ,20th Century Fox,"$100,000,000 ","$180,011,740 ","$362,211,740 ",27/7/2001
The Adventures of Pluto Nash ,Warner Bros.,"$100,000,000 ","$4,411,102 ","$7,094,995 ",16/8/2002
Harry Potter and the Chamber of Secrets ,Warner Bros.,"$100,000,000 ","$261,987,880 ","$878,987,880 ",15/11/2002
Treasure Planet ,Buena Vista,"$100,000,000 ","$38,120,554 ","$91,800,000 ",27/11/2002
Peter Pan ,Universal,"$100,000,000 ","$48,417,850 ","$95,255,485 ",25/12/2003
The Stepford Wives ,Paramount Pictures,"$100,000,000 ","$59,475,623 ","$96,221,971 ",11/6/2004
Catwoman ,Warner Bros.,"$100,000,000 ","$40,202,379 ","$82,102,379 ",23/7/2004
National Treasure ,Buena Vista,"$100,000,000 ","$173,005,002 ","$347,405,002 ",19/11/2004
Lemony Snicket's A Series of Unfortunate Events ,Paramount Pictures,"$100,000,000 ","$118,627,117 ","$201,627,117 ",17/12/2004
Son of the Mask ,New Line,"$100,000,000 ","$17,018,422 ","$59,918,422 ",18/2/2005
Blood Diamond ,Warner Bros.,"$100,000,000 ","$57,377,916 ","$171,377,916 ",8/12/2006
Eragon ,20th Century Fox,"$100,000,000 ","$75,030,163 ","$249,488,115 ",15/12/2006
Surf's Up ,Sony,"$100,000,000 ","$58,867,694 ","$145,395,745 ",8/6/2007
American Gangster ,Universal,"$100,000,000 ","$130,164,645 ","$265,697,825 ",2/11/2007
Land of the Lost ,Universal,"$100,000,000 ","$49,438,370 ","$70,234,076 ",5/6/2009
Cloudy with a Chance of Meatballs ,Sony,"$100,000,000 ","$124,870,275 ","$214,270,275 ",18/9/2009
Where the Wild Things Are ,Universal,"$100,000,000 ","$77,184,093 ","$87,584,093 ",16/10/2009
The Mummy Returns ,Universal,"$98,000,000 ","$202,007,640 ","$433,007,640 ",4/5/2001
Gangs of New York ,Miramax,"$97,000,000 ","$77,730,500 ","$190,400,000 ",20/12/2002
The Fifth Element ,Sony,"$95,000,000 ","$63,570,862 ","$263,900,000 ",9/5/1997
The Road to El Dorado ,DreamWorks SKG,"$95,000,000 ","$50,802,661 ","$65,700,000 ",31/3/2000
Black Hawk Down ,Sony,"$95,000,000 ","$108,638,745 ","$173,638,745 ",28/12/2001
Lara Croft: Tomb Raider ,Paramount Pictures,"$94,000,000 ","$131,144,183 ","$274,644,183 ",15/6/2001
The Lord of the Rings: The Two Towers ,New Line,"$94,000,000 ","$341,784,377 ","$926,284,377 ",18/12/2002
Finding Nemo ,Buena Vista,"$94,000,000 ","$339,714,978 ","$866,592,978 ",30/5/2003
The Lord of the Rings: The Return of the King ,New Line,"$94,000,000 ","$377,027,325 ","$1,133,027,325 ",17/12/2003
Jurassic Park 3 ,Universal,"$93,000,000 ","$181,166,115 ","$365,900,000 ",18/7/2001
The Spiderwick Chronicles ,Paramount Pictures,"$92,500,000 ","$71,195,053 ","$162,839,667 ",14/2/2008
Cutthroat Island ,MGM/UA,"$92,000,000 ","$10,017,322 ",Unknown,22/12/1995
The Alamo ,Buena Vista,"$92,000,000 ","$22,406,362 ","$23,911,362 ",9/4/2004
The Incredibles ,Buena Vista,"$92,000,000 ","$261,441,092 ","$635,564,642 ",5/11/2004
Die Hard: With a Vengeance ,20th Century Fox,"$90,000,000 ","$100,012,499 ","$364,480,746 ",19/5/1995
The Devil's Own ,,"$90,000,000 ","$42,885,593 ","$140,900,000 ",26/3/1997
The Saint ,,"$90,000,000 ","$61,363,304 ","$169,400,000 ",4/4/1997
Volcano ,,"$90,000,000 ","$47,546,796 ","$120,100,000 ",25/4/1997
Men in Black ,Sony,"$90,000,000 ","$250,690,539 ","$587,790,539 ",2/7/1997
Contact ,Warner Bros.,"$90,000,000 ","$100,920,329 ","$165,900,000 ",11/7/1997
Mulan ,Buena Vista,"$90,000,000 ","$120,620,254 ","$303,500,000 ",19/6/1998
Toy Story 2 ,Buena Vista,"$90,000,000 ","$245,852,179 ","$485,752,179 ",19/11/1999
Bicentennial Man ,Buena Vista,"$90,000,000 ","$58,220,776 ","$87,420,776 ",17/12/1999
Mission to Mars ,Buena Vista,"$90,000,000 ","$60,874,615 ","$106,000,000 ",10/3/2000
What Lies Beneath ,DreamWorks SKG,"$90,000,000 ","$155,464,351 ","$288,693,989 ",21/7/2000
Hollow Man ,Sony,"$90,000,000 ","$73,209,340 ","$191,200,000 ",4/8/2000
Charlie's Angels ,Sony,"$90,000,000 ","$125,305,545 ","$263,200,000 ",3/11/2000
Atlantis: The Lost Empire ,Buena Vista,"$90,000,000 ","$84,052,762 ","$186,049,020 ",8/6/2001
Artificial Intelligence: AI ,Warner Bros.,"$90,000,000 ","$78,616,689 ","$235,900,000 ",29/6/2001
Rush Hour 2 ,New Line,"$90,000,000 ","$226,164,286 ","$347,425,832 ",3/8/2001
Spy Game ,Universal,"$90,000,000 ","$62,362,560 ","$143,049,560 ",21/11/2001
K-19: The Widowmaker ,Paramount Pictures,"$90,000,000 ","$35,168,966 ","$65,716,126 ",19/7/2002
Lara Croft: Tomb Raider: The Cradle of Life ,Paramount Pictures,"$90,000,000 ","$65,653,758 ","$156,453,758 ",25/7/2003
King Arthur ,Buena Vista,"$90,000,000 ","$51,877,963 ","$203,877,963 ",7/7/2004
The Interpreter ,Universal,"$90,000,000 ","$72,708,161 ","$164,708,161 ",22/4/2005
The Departed ,Warner Bros.,"$90,000,000 ","$133,311,000 ","$290,539,042 ",6/10/2006
Tropic Thunder ,DreamWorks SKG,"$90,000,000 ","$110,461,307 ","$188,163,455 ",13/8/2008
Ice Age: Dawn of the Dinosaurs ,20th Century Fox,"$90,000,000 ","$196,573,705 ","$884,488,303 ",1/7/2009
How Do You Know? ,,"$90,000,000 ",Unknown,Unknown,17/12/2010
Twister ,Warner Bros.,"$88,000,000 ","$241,888,385 ","$495,900,000 ",10/5/1996
Cinderella Man ,Universal,"$88,000,000 ","$61,649,911 ","$108,539,911 ",3/6/2005
Fantastic Four ,20th Century Fox,"$87,500,000 ","$154,696,080 ","$330,579,719 ",8/7/2005
Hannibal ,MGM/UA,"$87,000,000 ","$165,092,266 ","$350,100,280 ",9/2/2001
Seabiscuit ,Universal,"$86,000,000 ","$120,277,854 ","$148,336,445 ",25/7/2003
Last Action Hero ,Sony,"$85,000,000 ","$50,016,394 ","$137,298,489 ",18/6/1993
Judge Dredd ,Buena Vista,"$85,000,000 ","$34,687,912 ","$113,487,912 ",30/6/1995
Father's Day ,Warner Bros.,"$85,000,000 ","$28,681,080 ","$35,681,080 ",9/5/1997
Air Force One ,Sony,"$85,000,000 ","$172,956,409 ","$315,268,353 ",25/7/1997
Meet Joe Black ,Universal,"$85,000,000 ","$44,650,003 ",Unknown,13/11/1998
Enemy of the State ,Buena Vista,"$85,000,000 ","$111,549,836 ","$250,649,836 ",20/11/1998
102 Dalmatians ,Buena Vista,"$85,000,000 ","$66,941,559 ",Unknown,22/11/2000
Cast Away ,20th Century Fox,"$85,000,000 ","$233,632,142 ","$427,230,516 ",22/12/2000
Enemy at the Gates ,Paramount Pictures,"$85,000,000 ","$51,396,781 ","$96,971,293 ",16/3/2001
Collateral Damage ,Warner Bros.,"$85,000,000 ","$40,048,332 ","$78,353,508 ",8/2/2002
Showtime ,Warner Bros.,"$85,000,000 ","$37,948,765 ","$78,948,765 ",15/3/2002
The Core ,Paramount Pictures,"$85,000,000 ","$31,111,260 ","$74,132,631 ",28/3/2003
The Rundown ,Universal,"$85,000,000 ","$47,641,743 ","$80,831,893 ",26/9/2003
The Bourne Supremacy ,Universal,"$85,000,000 ","$176,087,450 ","$288,587,450 ",23/7/2004
Ocean's Twelve ,Warner Bros.,"$85,000,000 ","$125,531,634 ","$363,531,634 ",10/12/2004
Memoirs of a Geisha ,Sony,"$85,000,000 ","$57,010,853 ","$161,510,853 ",9/12/2005
Open Season ,Sony,"$85,000,000 ","$85,105,259 ","$189,901,703 ",29/9/2006
Happy Feet ,Warner Bros.,"$85,000,000 ","$198,000,317 ","$385,000,317 ",17/11/2006
The Holiday ,Sony,"$85,000,000 ","$63,280,000 ","$205,190,324 ",8/12/2006
Zodiac ,,"$85,000,000 ","$33,080,084 ","$83,080,084 ",2/3/2007
Ocean's Thirteen ,Warner Bros.,"$85,000,000 ","$117,144,465 ","$311,744,465 ",8/6/2007
I Now Pronounce You Chuck and Larry ,Universal,"$85,000,000 ","$119,725,280 ","$185,708,462 ",20/7/2007
Enchanted ,Buena Vista,"$85,000,000 ","$127,706,877 ","$340,384,141 ",21/11/2007
Horton Hears a Who ,20th Century Fox,"$85,000,000 ","$154,529,439 ","$297,133,947 ",14/3/2008
Nutty Professor II: The Klumps ,Universal,"$84,000,000 ","$123,307,945 ","$161,600,000 ",28/7/2000
Scooby-Doo ,Warner Bros.,"$84,000,000 ","$153,294,164 ","$276,294,164 ",14/6/2002
Click ,Sony,"$82,500,000 ","$137,355,633 ","$237,555,633 ",23/6/2006
Charlotte's Web ,Paramount Pictures,"$82,500,000 ","$82,985,708 ","$143,985,708 ",15/12/2006
Jumper ,20th Century Fox,"$82,500,000 ","$80,172,128 ","$222,117,068 ",14/2/2008
Hellboy 2: The Golden Army ,Universal,"$82,500,000 ","$75,986,503 ","$160,388,063 ",11/7/2008
G-Force ,Buena Vista,"$82,500,000 ","$119,436,770 ","$285,036,770 ",24/7/2009
The 6th Day ,Sony,"$82,000,000 ","$34,543,701 ","$96,024,898 ",17/11/2000
The Longest Yard ,Paramount Pictures,"$82,000,000 ","$158,119,460 ","$190,320,568 ",27/5/2005
Bruce Almighty ,Universal,"$81,000,000 ","$242,704,995 ","$485,004,995 ",23/5/2003
Batman Returns ,Warner Bros.,"$80,000,000 ","$162,831,698 ","$266,822,354 ",19/6/1992
Mission: Impossible ,Paramount Pictures,"$80,000,000 ","$180,981,886 ","$456,481,886 ",22/5/1996
Space Jam ,,"$80,000,000 ","$90,463,534 ","$250,200,000 ",15/11/1996
Daylight ,Universal,"$80,000,000 ","$32,908,290 ","$158,908,290 ",6/12/1996
Mars Attacks! ,Warner Bros.,"$80,000,000 ","$37,771,017 ","$101,371,017 ",13/12/1996
Con Air ,Buena Vista,"$80,000,000 ","$101,117,573 ","$224,117,573 ",6/6/1997
Face/Off ,Paramount Pictures,"$80,000,000 ","$112,276,146 ","$241,200,000 ",27/6/1997
Conspiracy Theory ,Warner Bros.,"$80,000,000 ","$76,118,990 ","$137,118,990 ",8/8/1997
Flubber ,Buena Vista,"$80,000,000 ","$92,993,801 ","$177,993,801 ",26/11/1997
The Postman ,Warner Bros.,"$80,000,000 ","$17,650,704 ",Unknown,25/12/1997
Lost In Space ,New Line,"$80,000,000 ","$69,117,629 ","$136,117,629 ",3/4/1998
Deep Impact ,Paramount Pictures,"$80,000,000 ","$140,464,664 ","$349,464,664 ",8/5/1998
"Six Days, Seven Nights ",Buena Vista,"$80,000,000 ","$74,339,294 ","$164,800,000 ",12/6/1998
What Dreams May Come ,Polygram Films,"$80,000,000 ","$55,485,043 ","$71,485,043 ",2/10/1998
Babe: Pig in the City ,Universal,"$80,000,000 ","$18,319,860 ","$69,131,860 ",25/11/1998
Mighty Joe Young ,Buena Vista,"$80,000,000 ","$50,632,037 ",Unknown,25/12/1998
The Mummy ,Universal,"$80,000,000 ","$155,385,488 ","$416,385,488 ",7/5/1999
The Haunting ,DreamWorks SKG,"$80,000,000 ","$91,188,905 ","$180,188,905 ",23/7/1999
Fantasia 2000 (IMAX) ,Buena Vista,"$80,000,000 ","$60,507,228 ",Unknown,1/1/2000
Battlefield Earth: A Saga of the Year 3000 ,Warner Bros.,"$80,000,000 ","$21,471,685 ","$29,725,663 ",12/5/2000
Fantasia 2000 (Theatrical Release) ,Buena Vista,"$80,000,000 ","$9,103,630 ",Unknown,16/6/2000
Little Nicky ,New Line,"$80,000,000 ","$39,442,871 ","$58,270,391 ",10/11/2000
Red Planet ,Warner Bros.,"$80,000,000 ","$17,480,890 ","$33,463,969 ",10/11/2000
Thirteen Days ,New Line,"$80,000,000 ","$34,566,746 ","$66,554,547 ",25/12/2000
Evolution ,DreamWorks SKG,"$80,000,000 ","$38,311,134 ","$98,341,932 ",8/6/2001
Swordfish ,Warner Bros.,"$80,000,000 ","$69,772,969 ","$147,080,413 ",8/6/2001
The Time Machine ,DreamWorks SKG,"$80,000,000 ","$56,684,819 ","$98,983,590 ",8/3/2002
Spirit: Stallion of the Cimarron ,DreamWorks SKG,"$80,000,000 ","$73,215,310 ","$106,515,310 ",24/5/2002
Lilo & Stitch ,Buena Vista,"$80,000,000 ","$145,771,527 ","$245,800,000 ",21/6/2002
The Road to Perdition ,DreamWorks SKG,"$80,000,000 ","$104,054,514 ","$181,054,514 ",12/7/2002
Daredevil ,20th Century Fox,"$80,000,000 ","$102,543,518 ","$179,179,718 ",14/2/2003
Looney Tunes: Back in Action ,Warner Bros.,"$80,000,000 ","$20,950,820 ","$54,540,662 ",14/11/2003
Timeline ,Paramount Pictures,"$80,000,000 ","$19,480,739 ","$26,703,184 ",26/11/2003
Something's Gotta Give ,Sony,"$80,000,000 ","$124,685,242 ","$266,685,242 ",12/12/2003
